county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional
Union,Linden Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,9,,,
Union,Linden Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,2,,,
Union,Linden Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0,,,
Union,Linden Ward 5 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,2,,,
Union,Linden Ward 6 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4,,,
Union,Linden Ward 7 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0,,,
Union,Linden Ward 8 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0,,,
Union,Linden Ward 9 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4,,,
Union,Linden Ward 10 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7,,,
Union,Mountainside District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,157,,,
Union,Mountainside District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,140,,,
Union,Mountainside District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,187,,,
Union,Mountainside District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,137,,,
Union,Mountainside District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,188,,,
Union,Mountainside District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,159,,,
Union,Mountainside District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,167,,,
Union,Mountainside District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,151,,,
Union,Mountainside District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,157,,,
Union,Mountainside Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,171,,,
Union,Mountainside Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,15,,,
Union,Mountainside Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,12,,,
Union,New Providence District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,228,,,
Union,New Providence District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,336,,,
Union,New Providence District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,238,,,
Union,New Providence District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,332,,,
Union,New Providence District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,305,,,
Union,New Providence District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,202,,,
Union,New Providence District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,265,,,
Union,New Providence District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,313,,,
Union,New Providence District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,335,,,
Union,New Providence District 10,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,255,,,
Union,New Providence District 11,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,275,,,
Union,New Providence Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,368,,,
Union,New Providence Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,14,,,
Union,New Providence Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,34,,,
Union,Plainfield Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,409,,,
Union,Plainfield Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,557,,,
Union,Plainfield Ward 1 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,267,,,
Union,Plainfield Ward 1 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,289,,,
Union,Plainfield Ward 1 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,273,,,
Union,Plainfield Ward 1 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,411,,,
Union,Plainfield Ward 1 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,423,,,
Union,Plainfield Ward 1 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,379,,,
Union,Plainfield Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,386,,,
Union,Plainfield Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,283,,,
Union,Plainfield Ward 2 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,318,,,
Union,Plainfield Ward 2 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,375,,,
Union,Plainfield Ward 2 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,313,,,
Union,Plainfield Ward 2 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,298,,,
Union,Plainfield Ward 2 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,420,,,
Union,Plainfield Ward 2 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,269,,,
Union,Plainfield Ward 2 District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,311,,,
Union,Plainfield Ward 2 District 10,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,250,,,
Union,Plainfield Ward 2 District 11,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,508,,,
Union,Plainfield Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,240,,,
Union,Plainfield Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,337,,,
Union,Plainfield Ward 3 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,336,,,
Union,Plainfield Ward 3 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,511,,,
Union,Plainfield Ward 3 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,334,,,
Union,Plainfield Ward 3 District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,345,,,
Union,Plainfield Ward 3 District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,349,,,
Union,Plainfield Ward 3 District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,327,,,
Union,Plainfield Ward 3 District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,398,,,
Union,Plainfield Ward 3 District 10,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,398,,,
Union,Plainfield Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,561,,,
Union,Plainfield Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,632,,,
Union,Plainfield Ward 4 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,298,,,
Union,Plainfield Ward 4 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,345,,,
Union,Plainfield Ward 4 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,505,,,
Union,Plainfield Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,135,,,
Union,Plainfield Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,219,,,
Union,Plainfield Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,193,,,
Union,Plainfield Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,81,,,
Union,Plainfield Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,60,,,
Union,Plainfield Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,41,,,
Union,Plainfield Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,38,,,
Union,Plainfield Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,34,,,
Union,Plainfield Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7,,,
Union,Plainfield Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,30,,,
Union,Plainfield Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7,,,
Union,Plainfield Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0,,,
Union,Rahway Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,347,,,
Union,Rahway Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,385,,,
Union,Rahway Ward 1 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,359,,,
Union,Rahway Ward 1 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,272,,,
Union,Rahway Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,437,,,
Union,Rahway Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,322,,,
Union,Rahway Ward 2 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,334,,,
Union,Rahway Ward 2 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,154,,,
Union,Rahway Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,315,,,
Union,Rahway Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,210,,,
Union,Rahway Ward 3 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,247,,,
Union,Rahway Ward 3 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,268,,,
Union,Rahway Ward 3 District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,223,,,
Union,Rahway Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,710,,,
Union,Rahway Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,497,,,
Union,Rahway Ward 4 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,388,,,
Union,Rahway Ward 5 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,411,,,
Union,Rahway Ward 5 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,323,,,
Union,Rahway Ward 5 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,161,,,
Union,Rahway Ward 5 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,292,,,
Union,Rahway Ward 6 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,391,,,
Union,Rahway Ward 6 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,228,,,
Union,Rahway Ward 6 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,310,,,
Union,Rahway Ward 6 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,203,,,
Union,Rahway Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,70,,,
Union,Rahway Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,57,,,
Union,Rahway Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,72,,,
Union,Rahway Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,73,,,
Union,Rahway Ward 5 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,97,,,
Union,Rahway Ward 6 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,59,,,
Union,Rahway Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,14,,,
Union,Rahway Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,15,,,
Union,Rahway Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,5,,,
Union,Rahway Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,15,,,
Union,Rahway Ward 5 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,13,,,
Union,Rahway Ward 6 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,22,,,
Union,Rahway Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,10,,,
Union,Rahway Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3,,,
Union,Rahway Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,1,,,
Union,Rahway Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3,,,
Union,Rahway Ward 5 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,1,,,
Union,Rahway Ward 6 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,1,,,
Union,Roselle Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,335,,,
Union,Roselle Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,381,,,
Union,Roselle Ward 1 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,255,,,
Union,Roselle Ward 1 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,375,,,
Union,Roselle Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,299,,,
Union,Roselle Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,340,,,
Union,Roselle Ward 2 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,442,,,
Union,Roselle Ward 2 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,381,,,
Union,Roselle Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,211,,,
Union,Roselle Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,369,,,
Union,Roselle Ward 3 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,362,,,
Union,Roselle Ward 3 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,452,,,
Union,Roselle Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,528,,,
Union,Roselle Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,491,,,
Union,Roselle Ward 4 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,357,,,
Union,Roselle Ward 5 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,480,,,
Union,Roselle Ward 5 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,464,,,
Union,Roselle Ward 5 District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,285,,,
Union,Roselle Ward 5 District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,344,,,
Union,Roselle Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,44,,,
Union,Roselle Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,61,,,
Union,Roselle Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,57,,,
Union,Roselle Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,68,,,
Union,Roselle Ward 5 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,70,,,
Union,Roselle Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,23,,,
Union,Roselle Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,29,,,
Union,Roselle Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,17,,,
Union,Roselle Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,14,,,
Union,Roselle Ward 5 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,9,,,
Union,Roselle Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,2,,,
Union,Roselle Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,1,,,
Union,Roselle Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,3,,,
Union,Roselle Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4,,,
Union,Roselle Ward 5 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,5,,,
Union,Roselle Park Ward 1 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,245,,,
Union,Roselle Park Ward 1 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,377,,,
Union,Roselle Park Ward 2 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,308,,,
Union,Roselle Park Ward 2 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,309,,,
Union,Roselle Park Ward 3 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,211,,,
Union,Roselle Park Ward 3 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,353,,,
Union,Roselle Park Ward 4 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,230,,,
Union,Roselle Park Ward 4 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,309,,,
Union,Roselle Park Ward 5 District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,232,,,
Union,Roselle Park Ward 5 District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,396,,,
Union,Roselle Park Ward 1 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,26,,,
Union,Roselle Park Ward 2 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,28,,,
Union,Roselle Park Ward 3 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,32,,,
Union,Roselle Park Ward 4 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,20,,,
Union,Roselle Park Ward 5 Mail-In Ballot,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,38,,,
Union,Roselle Park Ward 1 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4,,,
Union,Roselle Park Ward 2 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,5,,,
Union,Roselle Park Ward 3 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,7,,,
Union,Roselle Park Ward 4 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,15,,,
Union,Roselle Park Ward 5 Provisional,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,11,,,
Union,Roselle Park Ward 1 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,1,,,
Union,Roselle Park Ward 2 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,0,,,
Union,Roselle Park Ward 3 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4,,,
Union,Roselle Park Ward 4 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,4,,,
Union,Roselle Park Ward 5 Overseas,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,1,,,
Union,Scotch Plains District 1,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,537,,,
Union,Scotch Plains District 2,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,371,,,
Union,Scotch Plains District 3,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,262,,,
Union,Scotch Plains District 4,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,258,,,
Union,Scotch Plains District 5,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,276,,,
Union,Scotch Plains District 6,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,237,,,
Union,Scotch Plains District 7,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,425,,,
Union,Scotch Plains District 8,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,312,,,
Union,Scotch Plains District 9,President,,Hillary Rodham CLINTON Timothy Michael KAINE,Dem,277,,,
